State_Name,County,MeanIncome,MedianIncome,StdIncome,NumRecords
Alabama,Autauga County,53911.00043243243,39808.0,42284.331675675676,4625
Alabama,Baldwin County,60897.5,47681.0,49478.25,20
Alabama,Barbour County,42434.0,31400.0,39534.166666666664,6
Alabama,Bibb County,56660.8,41328.0,38587.8,5
Alabama,Blount County,49295.875,41936.5,36557.0,16
Alabama,Bullock County,40550.333333333336,29494.0,37665.666666666664,3
Alabama,Butler County,36499.666666666664,28759.0,32620.666666666668,3
Alabama,Calhoun County,49670.6,45260.0,39801.26666666667,15
Alabama,Chambers County,48761.0,43221.0,39378.818181818184,11
Alabama,Cherokee County,40162.88888888889,29787.0,31280.88888888889,9
Alabama,Chilton County,40417.4,38102.0,33059.6,5
Alabama,Choctaw County,45505.5,26679.5,43899.0,8
Alabama,Clarke County,41798.0,31716.5,40057.75,8
Alabama,Clay County,42169.2,29162.0,32303.8,5
Alabama,Cleburne County,50321.6,33540.0,46888.0,5
Alabama,Coffee County,49466.25,33722.0,46217.0,4
Alabama,Colbert County,47073.0,37114.0,38197.333333333336,6
Alabama,Conecuh County,38482.75,22068.0,27928.25,4
Alabama,Coosa County,38080.625,27727.5,30846.0,8
Alabama,Covington County,47522.642857142855,35610.5,42931.57142857143,14
Alabama,Crenshaw County,44607.166666666664,32280.5,41767.333333333336,6
Alabama,Cullman County,47257.857142857145,40215.5,35238.21428571428,14
Alabama,Dale County,55793.230769230766,37028.0,43733.307692307695,13
Alabama,Dallas County,39282.25,22810.5,36540.25,4
Alabama,DeKalb County,50146.294117647056,37453.0,40263.23529411765,17
Alabama,Elmore County,67929.33333333333,50844.0,45830.083333333336,12
Alabama,Escambia County,40376.333333333336,27614.0,35689.666666666664,6
Alabama,Etowah County,52145.30434782609,42298.0,39315.565217391304,23
Alabama,Fayette County,34917.5,25698.5,29659.0,6
Alabama,Franklin County,42805.57142857143,28953.0,34153.142857142855,7
Alabama,Geneva County,44712.0,34852.0,35086.333333333336,9
Alabama,Greene County,33059.5,20478.5,39470.75,4
Alabama,Hale County,36186.0,20466.5,38119.75,4
Alabama,Henry County,39176.6,31594.0,30631.8,5
Alabama,Houston County,48134.083333333336,38989.5,40605.916666666664,12
Alabama,Jackson County,44850.61538461538,33102.0,40110.153846153844,13
Alabama,Jefferson County,63744.782608695656,45129.0,43580.54347826087,46
Alabama,Lamar County,40928.333333333336,30171.5,34689.833333333336,6
Alabama,Lauderdale County,52682.125,37956.5,41131.625,8
Alabama,Lawrence County,41929.0,30628.0,34548.166666666664,6
Alabama,Lee County,58095.28571428572,45637.0,48482.857142857145,7
Alabama,Limestone County,63866.875,52104.0,48151.375,8
Alabama,Lowndes County,44845.857142857145,17993.0,42643.71428571428,7
Alabama,Macon County,45918.5,37987.0,34742.75,4
Alabama,Madison County,68783.33333333333,57141.0,51283.0,12
Alabama,Marengo County,52848.9,43464.0,47238.6,10
Alabama,Marion County,40337.8,34095.5,35412.2,10
Alabama,Marshall County,44999.11111111111,38612.0,38226.88888888889,9
Alabama,Mobile County,51091.23809523809,47636.0,36780.333333333336,21
Alabama,Monroe County,33259.0,23231.0,31757.5,8
Alabama,Montgomery County,80378.0,70263.0,55866.0,2
Alabama,Morgan County,63220.57142857143,40525.0,47465.71428571428,7
Alabama,Perry County,41643.5,24023.0,44612.0,2
Alabama,Pickens County,39446.333333333336,27321.0,39348.555555555555,9
Alabama,Pike County,39016.25,31228.0,34999.0,4
Alabama,Randolph County,38788.28571428572,26704.0,33882.28571428572,7
Alabama,Russell County,38816.0,31344.0,35305.0,3
Alabama,Shelby County,77821.88461538461,59100.5,51513.307692307695,26
Alabama,St. Clair County,58621.07692307692,56582.0,41619.307692307695,13
Alabama,Sumter County,35308.555555555555,22508.0,31981.333333333332,9
Alabama,Talladega County,46130.92307692308,33993.0,37579.07692307692,13
Alabama,Tallapoosa County,51282.72727272727,47133.0,38332.63636363636,11
Alabama,Tuscaloosa County,66558.36363636363,54115.0,48311.27272727273,11
Alabama,Walker County,43436.0,31195.0,36310.27272727273,11
Alabama,Washington County,51961.0,62620.0,32998.666666666664,15
Alabama,Wilcox County,38618.142857142855,29000.0,29703.0,7
Alabama,Winston County,40142.42857142857,32653.0,31798.285714285714,7
Alaska,Aleutians East Borough,81292.85007072135,74782.0,53460.13295615276,707
Alaska,Aleutians West Census Area,61167.57142857143,55544.0,40866.42857142857,7
Alaska,Anchorage,92262.0,78589.0,63391.0,1
Alaska,Bethel Census Area,46354.45714285714,37527.0,35491.37142857143,35
Alaska,Bristol Bay Borough,82108.66666666667,79164.0,55194.0,3
Alaska,Denali Borough,65376.0,73407.5,37374.25,4
Alaska,Dillingham Census Area,47071.2,40790.0,34690.9,10
Alaska,Fairbanks North Star Borough,82759.11764705883,76792.0,53660.470588235294,17
Alaska,Haines Borough,49336.5,182436.5,21315.333333333332,6
Alaska,Hoonah-Angoon Census Area,58272.444444444445,56674.0,38684.22222222222,9
Alaska,Juneau City and,96542.0,86478.0,60951.0,1
